INDICATIVO,AÑO,MES,NOMBRE,ALTITUD,NOM_PROV,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,MET1,MET2,MET3,MET4,MET5,MET6,MET7,MET8,MET9,MET10,MET11,MET12,MET13,MET14,MET15,MET16,MET17,MET18,MET19,MET20,MET21,MET22,MET23,MET24,MET25,MET26,MET27,MET28,MET29,MET30,MET31
1002E,2018,6,SEÑORIO DE BERTIZ,146,NAVARRA,130,1,120,140,35,0,60,0,40,44,228,230,132,0,6,5,7,2,0,0,0,0,0,0,0,0,48,0,15,142,,011X041X,011X,011X,011X,011X,,011X067X,067X,011X067X,011X,011X,011X,011X,067X,011X,011X067X,011X057X,011X057X,057X067X,057X067X,057X067X,057X067X,057X067X,057X067X,067X,067X,011X041X,067X,011X,011X,
1002E,2018,7,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,238,5,27,0,0,0,0,2,252,86,20,20,41,0,100,58,45,10,0,0,0,0,0,28,0,0,0,0,067X,067X,067X,011X041X,011X,011X,067X,067X,067X,067X,011X,011X041X057X,011X041X,011X041X057X,011X,011X057X,067X,011X057X067X,011X057X,011X057X,011X057X067X,057X067X,067X,067X,067X,067X,011X057X,057X,067X,067X,
1002E,2018,8,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,0,0,0,33,210,7,0,0,5,48,7,0,18,25,0,0,0,0,0,25,10,0,0,0,7,6,2,0,067X,067X,067X,067X,067X,067X,011X,011X,011X,067X,067X,011X,011X,011X,067X,011X,011X,067X,067X,067X,067X,067X,011X,011X,067X,067X,067X,011X,011X,011X,067X
1002E,2018,9,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,60,28,16,0,38,0,0,7,0,0,0,0,0,0,0,0,0,0,0,44,5,0,0,0,0,0,0,,067X,067X,067X,011X041X057X,011X041X,011X057X,067X,011X067X,067X,067X,011X041X057X,067X,067X,067X,067X,067X,067X,067X,067X,067X,067X,067X,011X,011X057X,067X,067X,067X,067X,067X,057X067X,
1002E,2018,10,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,0,0,20,350,0,0,30,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,123,39,175,190,10,90,,067X,067X,067X,067X,011X,011X,067X,067X,067X131X,,067X,,011X041X,067X,067X,,,067X,067X,067X,067X,067X,,067X,011X,011X,011X,011X,011X,011X
1002E,2018,11,SEÑORIO DE BERTIZ,146,NAVARRA,131,27,0,0,65,5,55,40,0,0,0,165,0,0,0,0,0,5,4,46,0,0,33,63,42,174,0,0,77,85,,011X,011X057X067X,057X067X,,011X067X,011X,011X,011X,,067X,,011X,067X,067X,067X,067X,067X,011X067X,011X,011X,067X,067X,011X067X,011X,011X,011X,067X,,011X,011X,
1002E,2018,12,SEÑORIO DE BERTIZ,146,NAVARRA,21,0,13,0,3,0,55,0,12,0,9,28,528,142,78,66,0,0,16,0,0,0,0,0,0,0,0,20,0,0,0,011X,,011X,067X,011X067X,057X067X,011X,067X,011X067X,067X,011X,011X,011X,011X,011X,011X067X,067X,067X,011X,067X,067X,057X067X,067X,067X,067X,077X,,011X,057X067X,057X067X,067X
1002E,2019,1,SEÑORIO DE BERTIZ,146,NAVARRA,5,0,0,0,0,0,0,61,9,0,0,6,29,21,0,41,129,16,28,155,25,540,550,90,130,41,470,250,263,130,347,011X067X,077X,057X077X,057X077X,077X,067X,067X,011X,011X,077X,077X,011X,011X,011X067X,067X,011X,011X067X,011X067X,011X,011X,011X,011X,011X,011X,011X057X067X,011X,011X,011X,011X,011X,011X
1002E,2019,2,SEÑORIO DE BERTIZ,146,NAVARRA,220,210,120,46,56,0,10,0,14,128,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,011X,021X,011X021X031X,011X,011X057X,057X,011X057X,067X,011X,011X,011X067X,067X,067X,067X,077X,,,077X,057X067X,067X,067X,067X,067X,067X,067X,067X,067X,067X,,,
1002E,2019,3,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,5,2,0,86,63,16,0,35,15,75,140,3,0,0,125,120,20,0,0,0,0,0,0,0,0,0,0,0,36,067X,067X,011X,011X,067X,011X,011X,011X067X,067X,011X067X,011X077X,011X,011X,011X067X,067X,067X,011X,011X,011X067X,057X,077X,077X,067X,067X,067X,067X,067X,067X,067X,067X,011X
1002E,2019,4,SEÑORIO DE BERTIZ,146,NAVARRA,20,30,110,0,100,0,70,100,20,56,48,0,0,0,198,0,0,0,0,0,0,0,49,125,44,19,5,0,0,0,,011X067X,011X,011X,,011X067X,067X,011X,011X,011X,011X,011X,057X,067X,067X,011X,,,067X,057X,067X,067X,,011X067X,011X067X,011X,011X067X,011X,,067X,067X,
1002E,2019,5,SEÑORIO DE BERTIZ,146,NAVARRA,0,41,31,50,0,0,2,0,102,13,0,0,0,0,0,340,229,682,210,3,0,0,42,55,27,60,29,52,0,0,0,067X,011X,011X,011X,067X,067X,011X,,011X067X,011X,067X,067X,067X,067X,067X,011X,011X,011X,011X,011X067X,067X,067X,011X,011X,011X,011X,011X,011X,067X,067X,067X
1002E,2019,6,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,230,130,35,0,35,34,50,28,0,25,45,0,0,0,0,1,100,12,0,0,0,0,0,0,0,0,0,,,067X,067X,011X,011X041X,011X067X,067X,011X,011X,011X,011X,067X,011X067X,011X,067X,067X,067X,067X,011X,011X,011X,067X,067X,067X,067X,067X,067X,067X,067X,067X,
1002E,2019,7,SEÑORIO DE BERTIZ,146,NAVARRA,15,0,7,,0,2,115,430,53,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,40,49,220,,0,0,135,011X067X,,067X,067X,,011X067X,041X131X,011X,011X,,067X,067X,067X,067X,067X,067X,067X,067X,057X067X,057X067X,067X,067X,067X,067X,011X067X,011X,011X,,,067X,067X131X
1002E,2019,8,SEÑORIO DE BERTIZ,146,NAVARRA,66,0,0,0,0,20,0,0,20,100,80,48,0,15,0,0,0,0,50,0,0,0,0,1,0,57,0,0,0,0,0,011X067X,067X,067X,057X,067X,011X,057X067X,067X,011X,011X,011X067X,011X,067X,011X,067X,067X,067X,057X067X,011X,057X,057X,057X,067X,011X067X,057X,011X041X057X,057X067X,057X067X,057X067X,057X067X,057X067X
1002E,2019,9,SEÑORIO DE BERTIZ,146,NAVARRA,18,0,0,36,0,0,9,17,92,94,0,0,0,0,22,0,0,0,0,0,92,15,0,0,0,0,0,0,0,0,,011X057X,057X067X,057X067X,011X057X,057X,067X,011X057X,011X067X,011X,011X067X,057X067X,057X067X,057X067X,067X,011X057X,057X,057X,067X,057X067X,057X,011X,011X057X,067X,067X,057X,067X,,057X,057X067X,057X067X,
1002E,2019,10,SEÑORIO DE BERTIZ,146,NAVARRA,92,127,0,17,0,21,0,0,0,0,0,0,0,178,0,20,19,2,118,112,10,237,65,60,0,0,0,0,0,94,59,011X,011X,067X,011X,067X,011X067X,067X,067X,067X,067X,067X,067X,067X,011X,067X,011X,011X,011X067X,011X,011X057X067X,011X057X067X,011X057X,011X,011X067X,067X,057X067X,067X,057X067X,057X067X,011X,011X
1002E,2019,11,SEÑORIO DE BERTIZ,146,NAVARRA,166,309,45,126,457,156,126,436,366,151,175,73,157,98,115,240,200,0,0,0,0,195,454,38,0,0,23,77,3,235,,011X,011X,011X,011X,011X,011X,011X,011X,011X,011X,011X,011X,011X,011X,011X,011X,011X,057X,057X,067X,067X,011X,011X,011X,067X,067X,011X,011X,011X067X,011X057X067X,
1002E,2019,12,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,0,0,0,0,72,138,0,292,911,235,0,0,0,17,0,107,97,60,150,0,0,10,0,0,0,0,0,3,057X067X,067X,057X067X,,057X,057X067X,057X067X,011X,011X,,011X,011X,011X,,,,011X057X,,011X,011X057X,011X,011X,057X,057X,011X,057X067X,057X067X,067X,077X,077X,067X
1002E,2020,1,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,20,9,0,0,0,0,40,71,0,0,0,0,0,47,32,122,0,0,0,45,11,0,13,21,18,0,38,4,15,077X,067X,011X057X,011X057X,067X,067X,067X,067X,011X,011X,057X077X,057X,057X,067X,067X,011X,011X,011X,067X,067X,067X,011X,011X067X,067X,011X,011X,011X,067X,011X,011X,011X
1002E,2020,2,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,32,0,0,0,0,0,12,56,0,10,0,0,0,51,50,0,0,0,0,0,0,180,115,160,0,45,,,067X,067X,,011X,,,067X,067X,067X,011X,011X057X,067X,011X067X,067X,067X,,011X,011X,077X,067X,067X,067X,057X,067X,011X,011X,011X067X,067X,011X,,
1002E,2020,3,SEÑORIO DE BERTIZ,146,NAVARRA,179,155,152,21,282,397,59,93,29,10,0,0,0,0,487,51,0,0,0,0,0,5,5,0,0,0,0,0,3,33,48,011X,011X,011X,011X,011X,011X041X,011X057X,011X,011X067X,011X057X067X,067X,067X,067X,067X,011X,011X,057X,057X,067X,,067X,011X,011X057X,067X,067X,077X,077X,057X,011X,011X021X081X,011X057X
1002E,2020,4,SEÑORIO DE BERTIZ,146,NAVARRA,20,0,0,0,23,65,14,2,0,0,192,5,0,0,0,7,160,120,5,76,171,13,1,11,17,93,164,20,0,12,,011X057X,057X,041X,067X,011X,011X057X,011X067X,011X057X,067X,067X,011X,011X057X,067X,067X,067X,011X,011X057X,011X057X,011X057X,011X,011X,011X057X,011X057X,011X067X,011X057X,011X,011X057X,011X057X,057X,011X,
1002E,2020,5,SEÑORIO DE BERTIZ,146,NAVARRA,43,0,0,20,0,0,0,8,70,515,69,145,5,5,1,0,0,0,0,0,0,2,15,0,0,0,0,0,0,0,0,011X057X,057X067X,067X,011X,057X,067X,,011X,011X,011X,011X,011X,011X,011X,011X,067X,067X,067X,067X,067X,067X,011X,011X,067X,067X,057X,067X,067X,067X,067X,067X
1002E,2020,6,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,25,301,1,70,101,151,53,3,314,24,12,0,0,52,80,0,0,0,0,0,0,0,69,2,0,0,0,0,,067X,,011X,011X,011X067X,011X,011X,011X,011X,011X,011X,011X,011X,067X,067X,011X,011X,,067X,067X,067X,057X,067X,067X,011X041X,011X067X,067X,057X,067X,067X,
1002E,2020,7,SEÑORIO DE BERTIZ,146,NAVARRA,3,20,,,4,0,0,0,1,0,1,85,0,0,25,0,,1,0,0,3,0,0,0,0,,0,5,0,0,0,011X067X,011X057X,,,011X,,067X,057X067X,067X,067X,011X067X,011X,067X,067X,011X067X,,057X,131X,067X,041X067X,011X067X,057X,067X,067X,067X,067X,,131X,,,
1002E,2020,8,SEÑORIO DE BERTIZ,146,NAVARRA,5,0,12,0,0,0,0,50,3,2,0,1,0,6,11,0,0,0,0,0,295,0,0,0,0,0,10,40,445,45,0,011X,057X,011X057X067X,057X,067X,,,011X041X,011X067X,011X057X,067X,011X067X,067X,011X067X,011X067X,067X,067X,067X,067X,,011X,067X,067X,067X,067X,067X,011X,011X,011X,011X057X067X,057X067X
1002E,2020,9,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,117,0,83,0,42,198,558,259,2,0,0,0,,057X067X,057X067X,057X067X,067X,011X,011X,057X067X,067X,057X067X,067X,067X,067X,067X,067X,067X,067X,,,011X,067X,011X057X067X,067X,011X,011X,011X041X,011X,011X,057X067X,057X067X,067X,
1002E,2020,10,SEÑORIO DE BERTIZ,146,NAVARRA,195,267,191,50,5,82,14,0,21,64,142,95,200,270,31,0,0,0,0,30,0,160,270,0,342,85,27,0,0,0,0,011X,011X,011X,011X,011X,011X,011X057X,057X,011X,011X,011X,011X,011X,011X,011X,067X,067X,067X,,011X,067X,011X,011X,,011X,011X,011X057X067X,057X067X,067X,067X,067X
1002E,2020,11,SEÑORIO DE BERTIZ,146,NAVARRA,0,32,62,0,0,0,125,3,3,2,0,0,0,0,58,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,,067X,011X,011X,067X,067X,067X,011X,011X,011X,011X067X,067X,067X,067X,,011X,057X,,,011X,057X,077X,077X,067X,067X,067X,,067X,057X067X,057X067X,057X067X,
1002E,2020,12,SEÑORIO DE BERTIZ,146,NAVARRA,55,30,95,46,255,255,277,342,295,410,339,93,0,33,0,0,0,93,0,20,0,0,17,210,48,0,175,120,283,50,190,011X067X,011X,011X057X,011X,011X,011X,011X,011X031X,011X,011X,011X057X,011X,067X,011X057X,067X,,067X,011X,067X,011X,067X,,011X,011X,011X,,011X,011X,011X,011X,011X021X081X
1002E,2021,1,SEÑORIO DE BERTIZ,146,NAVARRA,103,30,51,144,75,0,0,0,21,0,0,12,28,51,44,0,52,6,0,0,91,135,121,46,35,165,119,16,31,254,138,011X,011X,011X,011X021X,011X057X,057X077X,057X077X,077X,021X,067X,067X,011X,011X,011X,011X,067X,011X057X,011X057X,,,011X,011X,011X,011X,011X067X,011X,011X057X067X,011X,011X,011X,011X
1002E,2021,2,SEÑORIO DE BERTIZ,146,NAVARRA,159,0,0,9,20,245,40,90,30,20,50,300,0,0,0,0,0,0,0,0,157,45,0,0,0,0,0,5,,,,011X,,,011X,011X,011X,011X,011X031X041X,011X,011X,011X,011X,067X,067X,067X,,067X,,,,011X,011X,,,,,,011X,,,
1002E,2021,3,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,0,0,0,11,24,6,0,16,19,74,75,34,26,0,83,102,0,0,0,0,0,0,0,0,0,0,0,0,067X,,067X,067X,067X,067X,011X,011X,011X,067X,011X,011X,011X,011X,011X,011X,067X,011X,011X,067X,067X,067X,067X,067X,067X,067X,067X,067X,067X,,067X
1002E,2021,4,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,0,2,2,0,0,0,172,53,0,0,0,0,0,0,0,0,0,5,0,0,0,0,141,11,48,81,42,,067X,067X,057X067X,067X,011X057X,011X077X,067X,,,011X057X,011X,057X067X,067X,057X077X,077X,077X,077X,077X,,067X,011X,067X,,,,011X,011X,011X,011X,011X,
1002E,2021,5,SEÑORIO DE BERTIZ,146,NAVARRA,19,0,0,0,10,0,0,0,148,135,0,92,136,20,10,18,0,25,0,0,10,21,0,9,0,0,0,0,0,10,18,011X067X,067X,067X,067X,011X067X,067X,067X,,011X041X,011X041X,,011X057X,011X,011X,011X,011X,,011X,,,011X,011X,067X,011X067X,067X,067X,067X,067X,067X,011X,011X
1002E,2021,6,SEÑORIO DE BERTIZ,146,NAVARRA,25,0,184,270,0,0,0,0,0,0,0,0,0,0,1,42,155,74,12,11,90,95,99,0,0,5,14,0,0,0,,011X057X,057X067X,011X041X057X,011X041X057X,057X067X,067X,067X,067X,067X,067X,067X,067X,067X,067X,011X,011X041X,011X041X,011X,011X,011X057X,011X041X,011X041X,011X,057X067X,067X,011X057X067X,011X067X,067X,067X,067X,
1002E,2021,7,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,4,0,4,44,10,17,10,0,10,138,101,22,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,120,067X,,011X,,011X,011X,011X057X,011X,011X,,011X,011X,011X,011X067X,011X067X,067X,067X,067X,057X067X,057X067X,057X067X,057X067X,067X,067X,057X067X,011X067X,067X,067X,057X067X,011X057X,011X
1002E,2021,8,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,100,14,5,10,0,0,0,0,0,0,0,0,3,32,12,5,0,0,0,0,0,0,0,0,0,0,0,0,3,057X,057X,011X,011X,011X,011X,067X,067X,057X067X,067X,067X,067X,067X,067X,011X,011X,011X,011X067X,067X,067X,057X067X,067X,057X067X,067X,057X067X,057X,057X067X,057X067X,057X067X,057X067X,011X041X
1002E,2021,9,SEÑORIO DE BERTIZ,146,NAVARRA,95,140,0,0,0,0,0,52,141,0,0,0,6,5,158,111,43,61,69,213,10,0,0,8,32,0,12,15,20,0,,011X041X,011X041X057X,057X,057X,067X,067X,067X,011X067X,011X067X,067X,057X,067X,011X057X,011X,011X041X,011X057X,011X041X,011X,011X,011X,011X,057X,057X067X,011X,011X057X,067X,011X057X,011X057X067X,011X057X,057X067X,
1002E,2021,10,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,24,9,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25,10,0,0,15,0,0,7,11,33,108,057X067X,,011X,011X,011X,,057X067X,067X,067X,067X,067X,067X,067X,067X,067X,067X,057X067X,,,011X,011X,011X,057X,057X067X,011X,067X,057X,011X,011X,011X,011X
1002E,2021,11,SEÑORIO DE BERTIZ,146,NAVARRA,4,170,226,222,14,0,140,0,0,0,0,0,9,141,3,4,0,0,0,0,53,0,122,435,340,276,431,551,79,0,,011X,011X,011X057X,011X,011X057X,067X,011X,067X,067X,067X,057X,057X067X,011X,011X057X,011X057X,011X057X,057X,057X067X,067X,067X,011X,057X,011X057X,011X,011X,011X,011X021X,011X031X057X,011X057X,057X,
1002E,2021,12,SEÑORIO DE BERTIZ,146,NAVARRA,320,220,27,363,223,186,205,282,1160,537,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,55,0,0,0,0,011X057X,011X,011X,011X,011X,011X,011X,011X,011X,011X,011X,067X,057X067X,057X067X,077X,077X,077X,077X,,077X,067X,067X,067X,067X,067X,011X031X041X,011X067X,067X,057X067X,067X,067X
1002E,2022,1,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,271,45,25,130,211,796,228,0,0,0,0,0,0,0,0,18,65,0,0,0,0,0,0,0,0,0,11,100,057X067X,057X067X,067X,011X,011X057X,011X,011X,011X,011X,011X,057X067X,057X077X,077X,077X,077X,077X,077X,077X,011X,011X,077X,077X,077X,077X,077X,077X,067X,057X067X,057X067X,011X,011X
1002E,2022,2,SEÑORIO DE BERTIZ,146,NAVARRA,7,0,0,56,0,9,0,0,0,1,0,0,32,159,3,40,0,15,31,11,11,0,0,14,0,0,0,0,,,,011X057X,067X,067X,011X,077X,011X057X,057X,067X,067X,011X,067X,,011X,011X,011X,011X,067X,011X,011X,011X,011X057X,057X067X,057X067X,011X,077X,067X,067X,067X,,,
1002E,2022,3,SEÑORIO DE BERTIZ,146,NAVARRA,1,60,170,120,13,0,17,8,9,2,282,75,0,27,0,164,78,0,0,0,0,0,0,9,0,0,0,0,11,156,253,011X057X,011X057X,011X,011X,011X,067X,011X,011X057X,011X,011X,011X057X,011X,067X,011X,067X,011X,011X,067X,067X,,,,067X,011X,067X,067X,,,011X,011X,011X
1002E,2022,4,SEÑORIO DE BERTIZ,146,NAVARRA,267,44,0,0,0,0,0,63,18,0,38,0,6,1,0,0,0,88,250,479,31,0,152,40,0,0,52,26,0,0,,011X021X,011X,077X,057X077X,,067X,067X,011X,011X067X,,011X,067X,011X,011X067X,057X067X,057X067X,067X,011X,011X,011X,011X,067X,011X,011X,067X,067X,011X,011X,067X,067X,
1002E,2022,5,SEÑORIO DE BERTIZ,146,NAVARRA,0,10,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,27,0,0,0,0,9,54,18,0,0,0,3,0,0,067X,011X,067X,057X,067X,067X,057X067X,057X067X,067X,067X,011X,011X057X,057X067X,067X,067X,067X,067X,011X,,067X,067X,,011X,011X,011X057X,,067X,067X,011X057X,057X,
1002E,2022,6,SEÑORIO DE BERTIZ,146,NAVARRA,0,103,0,0,0,0,0,13,0,0,0,18,0,0,0,0,0,0,2,0,25,120,70,0,72,14,22,0,10,9,,067X,011X041X067X,,041X,067X,,067X,011X057X,067X,067X,057X067X,011X041X057X067X,067X,067X,067X,067X,067X,,011X,067X,011X,011X067X,011X067X,067X,011X067X,011X,011X067X,067X,011X067X,011X067X,
1002E,2022,7,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,16,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,067X,067X,011X,067X,067X,011X,067X,067X,067X,067X,067X,067X,067X,067X,067X,067X,067X,067X,067X,067X,067X,067X,057X067X,,,067X,,,,,067X
1002E,2022,8,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,4,6,64,0,0,0,0,0,0,0,6,0,0,0,872,263,0,0,0,21,0,0,27,0,0,0,0,17,0,057X,067X,011X041X067X,057X067X,011X057X067X,,,,,067X,,057X,011X041X,,,,011X,011X,067X,067X,067X,011X067X,067X,067X,011X067X,067X,067X,067X,,011X057X,
1002E,2022,9,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,0,0,0,0,10,0,0,0,10,0,0,55,0,0,0,0,0,0,0,49,78,2,41,164,186,295,22,,067X,067X,067X,067X,067X,067X,067X,011X057X,067X,067X,067X,011X057X,067X,067X,011X,067X,067X,067X,067X,067X,067X,067X,011X,011X,011X,011X,011X,011X,011X,011X,
1002E,2022,10,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,0,0,0,10,0,0,4,6,0,0,12,0,10,0,0,0,0,0,28,0,0,0,0,0,0,0,40,84,057X,057X,057X,067X,067X,067X,011X,067X,067X,011X067X,011X,067X,067X,011X,067X,011X,067X,067X,067X,067X,067X,011X067X,067X,067X,067X,067X,067X,067X,067X,011X,011X
1002E,2022,11,SEÑORIO DE BERTIZ,146,NAVARRA,0,1,131,134,0,0,0,2,3,0,0,0,0,29,83,12,57,290,320,119,352,232,23,135,130,0,64,242,,0,,067X,011X067X,011X,011X,067X,067X,,011X,011X057X067X,067X,067X,067X,067X,011X,011X067X,011X,011X,011X,011X,011X,011X067X,011X,011X067X,011X,011X067X,067X,011X,011X,,,
1002E,2022,12,SEÑORIO DE BERTIZ,146,NAVARRA,0,26,12,0,7,0,2,31,15,0,0,113,16,1,120,1,0,0,0,16,0,0,0,0,0,0,0,0,105,0,0,067X,011X,011X,057X077X,011X,057X067X,011X,011X,011X,077X,077X,011X,011X,011X,011X,011X,077X,,,011X,067X,,067X,,067X,,067X,,011X,,
1002E,2023,1,SEÑORIO DE BERTIZ,146,NAVARRA,4,17,0,0,0,0,30,183,57,14,34,4,2,50,170,543,342,320,230,0,17,0,0,0,61,30,6,0,0,0,0,011X,011X057X,057X067X,067X,057X067X,067X,011X,011X,011X057X,011X,011X,011X,011X,011X,011X,011X,011X021X,021X031X041X,011X,057X,011X,057X,057X,057X,011X,011X,011X,057X,057X,057X,057X
1002E,2023,2,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,157,240,10,0,0,0,0,,,,067X,067X,077X,077X,077X,057X,,077X,057X,057X,077X,077X,077X,077X,067X,067X,077X,077X,077X,057X,011X057X067X,011X,011X,011X,077X,077X,,,,,
1002E,2023,3,SEÑORIO DE BERTIZ,146,NAVARRA,0,9,9,0,0,0,15,30,27,0,238,3,33,13,0,0,12,238,5,0,0,0,0,0,30,30,10,0,0,0,13,077X,011X,011X057X077X,057X,057X,067X,011X,011X,011X,067X,011X,011X,011X,011X,,,011X,011X,011X057X067X,067X,067X,,067X,067X,011X,011X,011X,067X,067X,,011X
1002E,2023,4,SEÑORIO DE BERTIZ,146,NAVARRA,418,95,6,0,0,0,0,0,0,0,0,161,121,59,55,0,0,0,0,0,59,98,16,14,50,3,0,0,19,2,,011X031X,011X,011X057X067X,057X067X,067X,067X,067X,067X,067X,067X,067X,011X,011X,011X,011X057X,067X,067X,067X,067X,067X,011X,011X,011X067X,011X,011X067X,011X067X,067X,067X,011X,011X,
1002E,2023,5,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,0,0,3,0,0,60,61,286,363,430,292,264,11,0,0,44,0,0,22,6,1,2,0,0,5,0,4,0,067X,067X,067X,067X,,011X,,,011X,011X057X,011X,011X,011X,011X,011X,011X,,067X,011X041X067X,067X,057X067X,011X057X,011X,011X,011X,,,011X,,011X,
1002E,2023,6,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,10,8,96,11,0,0,0,0,140,0,634,5,0,0,71,28,23,169,56,7,0,0,0,0,1,0,81,0,,067X,067X,011X,011X057X067X,011X057X067X,011X067X,067X,067X,067X,,011X067X,057X067X,011X,011X067X,067X,067X,011X067X,011X,011X067X,011X,011X,011X,067X,067X,067X,067X,011X067X,067X,011X057X,067X,
1002E,2023,7,SEÑORIO DE BERTIZ,146,NAVARRA,0,7,0,0,0,346,9,0,0,0,0,0,0,0,1,0,0,3,1,21,3,0,0,16,51,0,70,0,15,0,0,057X,011X067X,067X,067X,067X,011X031X067X,011X067X,067X,067X,067X,067X,,067X,067X,011X057X067X,067X,067X,011X067X,011X,011X067X,011X067X,067X,067X,011X,011X,067X,011X041X067X,057X067X,011X,067X,057X067X
1002E,2023,8,SEÑORIO DE BERTIZ,146,NAVARRA,0,30,158,270,40,0,0,0,6,0,0,4,0,0,53,0,0,0,0,0,0,0,0,0,0,32,426,449,55,41,0,057X067X,011X,011X,011X,011X,067X,067X,067X,011X041X,057X067X,067X,011X057X,067X,067X,011X,067X,067X,067X,067X,067X,067X,067X,067X,067X,067X,011X,011X,011X,011X,011X,057X067X
1002E,2023,9,SEÑORIO DE BERTIZ,146,NAVARRA,145,471,2,0,0,0,0,0,16,100,38,94,6,0,14,19,0,0,0,0,138,23,0,4,0,0,0,0,0,0,,011X,011X,011X067X,067X,067X,067X,067X,067X,011X041X,011X041X,011X041X,011X041X,011X,067X,011X067X,011X041X,067X,067X,067X,067X,011X067X,011X,067X,011X067X,067X,067X,,067X,057X067X,067X,
1002E,2023,10,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,0,0,0,0,0,0,0,0,0,15,34,10,0,0,0,43,46,0,151,112,0,131,232,0,0,168,0,0,067X,067X,067X,067X,067X,067X,067X,067X,057X067X,057X067X,067X,067X,011X,011X,011X,067X,,067X,011X,011X067X,067X,011X,011X,067X,011X,011X057X067X,067X,,011X,067X,
1002E,2023,11,SEÑORIO DE BERTIZ,146,NAVARRA,380,82,68,15,9,4,15,101,11,55,84,2,0,26,3,41,0,0,0,230,595,0,7,18,0,0,173,61,108,212,,011X,011X,011X,011X067X,011X067X,011X067X,011X067X,011X,011X,011X,011X,011X067X,067X,011X,011X067X,011X,067X,057X067X,067X,011X,011X,067X,011X,011X067X,067X,067X,011X,011X067X,011X,011X,
1002E,2023,12,SEÑORIO DE BERTIZ,146,NAVARRA,236,10,0,100,0,0,84,32,9,1,0,137,487,204,20,0,0,0,190,110,71,65,27,0,0,0,0,10,10,11,39,011X,011X067X,067X,011X,067X,067X,011X,011X067X,011X,011X067X,067X,011X,011X,011X,011X067X,067X,077X,067X,011X,011X,011X,011X,011X,067X,067X,067X,,011X,011X,011X,011X067X
1002E,2024,1,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,2,84,642,332,0,0,4,44,0,0,0,31,81,11,0,59,0,0,0,4,0,0,0,0,0,0,0,0,0,067X,067X,011X,011X,011X031X,011X,067X,067X,011X,011X,067X,077X,067X,011X,011X057X,011X,,011X057X,077X,067X,067X,011X,067X,067X,067X,067X,067X,067X,,067X,057X067X
1002E,2024,2,SEÑORIO DE BERTIZ,146,NAVARRA,7,4,0,0,0,0,32,13,145,47,3,40,0,0,220,52,0,31,2,0,0,113,100,149,92,881,392,40,180,,,011X,011X,067X,067X,067X,067X,011X,011X,011X,011X,011X,011X067X,067X,067X,011X,011X,057X,011X,011X067X,067X,,011X,011X,011X,011X,011X,011X,011X,011X,,
1002E,2024,3,SEÑORIO DE BERTIZ,146,NAVARRA,77,331,85,64,0,0,27,85,15,202,72,0,0,0,0,0,0,0,0,0,0,1,3,0,261,21,2,94,221,17,51,011X,011X,011X,011X,067X,067X,011X,011X,011X,011X,011X,067X,067X,067X,067X,067X,067X,067X,067X,,057X067X,011X,011X,067X,011X,011X067X,011X,011X,011X,011X,011X
